"id","startTime","comparisonId"
2954,"2021-04-01 14:20:00.02",70
2955,"2021-04-01 14:50:00.007",86
2956,"2021-04-01 15:10:00.021",74
2957,"2021-04-01 15:40:00.008",72
2958,"2021-04-01 16:00:00.022",88
2959,"2021-04-01 16:30:00.009",75
2960,"2021-04-01 16:50:00.023",65
2961,"2021-04-01 17:20:00.01",66
2962,"2021-04-01 17:40:00.024",68
2963,"2021-04-01 18:10:00.012",76
2964,"2021-04-01 18:30:00.025",90
2965,"2021-04-01 19:00:00.013",69
2966,"2021-04-01 19:20:00.026",91
2967,"2021-04-01 19:50:00.014",89
2968,"2021-04-01 20:10:00.028",71
2969,"2021-04-01 20:40:00.015",87
2970,"2021-04-01 21:00:00.029",92
2971,"2021-04-01 21:30:00.017",70
2972,"2021-04-01 22:00:00.005",73
2973,"2021-04-01 22:20:00.019",74
2974,"2021-04-01 22:50:00.007",86
2975,"2021-04-01 23:10:00.019",88
2976,"2021-04-01 23:40:00.008",72
2977,"2021-04-02 00:00:00.02",65
2978,"2021-04-02 00:30:00.009",75
2979,"2021-04-02 00:50:00.021",68
2980,"2021-04-02 01:20:00.01",66
2981,"2021-04-02 01:40:00.022",90
2982,"2021-04-02 02:10:00.011",76
2983,"2021-04-02 02:30:00.023",91
2984,"2021-04-02 03:00:00.012",69
2985,"2021-04-02 03:20:00.024",71
2986,"2021-04-02 03:50:00.014",89
2987,"2021-04-02 04:10:00.026",92
2988,"2021-04-02 04:40:00.015",87
2989,"2021-04-02 05:00:00.026",67
2990,"2021-04-02 05:30:00.016",70
2991,"2021-04-02 06:00:00.007",73
2992,"2021-04-02 06:20:00.017",74
2993,"2021-04-02 06:50:00.008",86
2994,"2021-04-02 07:10:00.018",88
2995,"2021-04-02 07:40:00.009",72
2996,"2021-04-02 08:00:00.019",65
2997,"2021-04-02 08:30:00.01",75
2998,"2021-04-02 08:50:00.02",68
2999,"2021-04-02 09:20:00.012",66
3000,"2021-04-02 09:40:00.021",90
3001,"2021-04-02 10:10:00.014",76
3002,"2021-04-02 10:30:00.022",91
3003,"2021-04-02 11:00:00.015",69
3004,"2021-04-02 11:20:00.023",71
3005,"2021-04-02 11:50:00.017",89
3006,"2021-04-02 12:10:00.025",92
3007,"2021-04-02 12:40:00.018",87
3008,"2021-04-02 13:00:00.027",67
3009,"2021-04-02 13:30:00.02",70
3010,"2021-04-02 14:00:00.006",73
3011,"2021-04-02 14:20:00.022",74
3012,"2021-04-02 14:50:00.008",86
3013,"2021-04-02 15:10:00.024",88
3014,"2021-04-02 15:40:00.009",72
3015,"2021-04-02 16:00:00.025",65
3016,"2021-04-02 16:30:00.011",75
3017,"2021-04-02 16:50:00.027",68
3018,"2021-04-02 17:20:00.011",66
3019,"2021-04-02 17:40:00.028",90
3020,"2021-04-02 18:10:00.011",76
3021,"2021-04-02 18:30:00.03",91
3022,"2021-04-02 19:00:00.012",69
3023,"2021-04-02 19:20:00.031",71
3024,"2021-04-02 19:50:00.013",89
3025,"2021-04-02 20:10:00.034",92
3026,"2021-04-02 20:40:00.014",87
3027,"2021-04-02 21:00:00.035",67
3028,"2021-04-02 23:34:37.233",69
3029,"2021-04-02 23:44:17.747",69
3030,"2021-04-02 22:00:00.016",73
3031,"2021-04-03 00:00:00.018",86
3032,"2021-04-03 02:00:00.018",72
3033,"2021-04-03 04:00:00.02",75
3034,"2021-04-03 06:00:00.007",73
3035,"2021-04-03 06:00:00.02",66
3036,"2021-04-03 08:00:00.009",86
3037,"2021-04-03 08:00:00.021",76
3038,"2021-04-03 10:55:27.342",65
3039,"2021-04-03 10:00:00.01",72
3040,"2021-04-03 10:00:00.021",69
3041,"2021-04-03 12:05:10.504",65
3042,"2021-04-03 12:00:00.011",75
3043,"2021-04-03 12:00:00.021",89
3044,"2021-04-03 14:00:00.009",73
3045,"2021-04-03 14:00:00.012",66
3046,"2021-04-03 14:00:00.021",87
3047,"2021-04-03 16:00:00.01",86
3048,"2021-04-03 16:00:00.014",76
3049,"2021-04-03 16:00:00.022",70
3050,"2021-04-03 18:00:00.011",72
3051,"2021-04-03 18:00:00.014",69
3052,"2021-04-03 18:00:00.024",74
3053,"2021-04-03 20:00:00.013",75
3054,"2021-04-03 20:00:00.015",89
3055,"2021-04-03 20:00:00.023",88
3056,"2021-04-03 22:00:00.007",73
3057,"2021-04-03 22:00:00.012",66
3058,"2021-04-03 22:00:00.016",87
3059,"2021-04-03 22:00:00.024",65
3060,"2021-04-04 00:00:00.009",86
3061,"2021-04-04 00:00:00.013",76
3062,"2021-04-04 00:00:00.017",70
3063,"2021-04-04 00:00:00.025",68
3064,"2021-04-04 02:00:00.01",72
3065,"2021-04-04 02:00:00.014",69
3066,"2021-04-04 02:00:00.018",74
3067,"2021-04-04 02:00:00.025",90
3068,"2021-04-04 04:00:00.011",75
3069,"2021-04-04 04:00:00.014",89
3070,"2021-04-04 04:00:00.019",88
3071,"2021-04-04 04:00:00.026",91
